freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.840e+04,1.870e+04,7.392e+03,1.245e+05
1.5,3.161e+05,7.649e+04,4.183e+04,4.344e+05
3.1,3.332e+05,7.897e+04,4.441e+04,4.565e+05
4.6,3.278e+05,7.293e+04,4.197e+04,4.427e+05
6.1,4.064e+05,7.269e+04,4.030e+04,5.194e+05
7.6,5.121e+05,6.256e+04,3.318e+04,6.079e+05
9.2,6.173e+05,4.758e+04,2.748e+04,6.924e+05
10.7,6.824e+05,4.156e+04,2.302e+04,7.470e+05
12.2,7.074e+05,3.556e+04,2.075e+04,7.637e+05
13.8,7.432e+05,3.648e+04,1.844e+04,7.981e+05
15.3,7.862e+05,3.148e+04,1.656e+04,8.342e+05
16.8,9.051e+05,2.804e+04,1.990e+04,9.530e+05
18.3,9.991e+05,2.371e+04,1.961e+04,1.042e+06
19.9,1.157e+06,2.265e+04,1.747e+04,1.197e+06
21.4,1.293e+06,2.580e+04,1.623e+04,1.335e+06
22.9,1.339e+06,3.132e+04,1.948e+04,1.390e+06
24.4,1.497e+06,3.302e+04,1.848e+04,1.549e+06
26.0,1.735e+06,3.163e+04,1.605e+04,1.783e+06
27.5,1.908e+06,3.142e+04,1.509e+04,1.955e+06
29.0,2.155e+06,3.273e+04,1.443e+04,2.202e+06
30.6,2.475e+06,3.563e+04,1.462e+04,2.525e+06
32.1,2.812e+06,4.497e+04,1.523e+04,2.872e+06
33.6,3.169e+06,4.512e+04,1.708e+04,3.231e+06
35.1,3.660e+06,4.363e+04,1.566e+04,3.720e+06
36.7,4.307e+06,4.395e+04,1.627e+04,4.368e+06
38.2,5.090e+06,4.028e+04,1.878e+04,5.149e+06
39.7,5.700e+06,3.922e+04,2.279e+04,5.762e+06
41.3,6.708e+06,3.966e+04,2.535e+04,6.773e+06
42.8,8.018e+06,4.303e+04,3.088e+04,8.092e+06
44.3,9.342e+06,4.894e+04,3.703e+04,9.427e+06
45.8,1.117e+07,5.013e+04,4.128e+04,1.126e+07
47.4,1.382e+07,4.955e+04,4.326e+04,1.392e+07
48.9,1.684e+07,4.910e+04,4.514e+04,1.693e+07
50.4,2.011e+07,4.082e+04,4.796e+04,2.020e+07
51.9,2.626e+07,3.588e+04,4.418e+04,2.634e+07
53.5,3.656e+07,5.382e+04,4.219e+04,3.665e+07
55.0,5.283e+07,8.667e+04,4.026e+04,5.295e+07
56.5,8.002e+07,1.549e+05,6.751e+04,8.024e+07
58.1,1.232e+08,3.129e+05,1.021e+05,1.236e+08
59.6,1.825e+08,6.971e+05,1.349e+05,1.833e+08
61.1,2.068e+08,1.314e+06,1.176e+05,2.083e+08
62.6,1.831e+08,1.995e+06,8.645e+04,1.852e+08
64.2,1.374e+08,2.409e+06,1.361e+05,1.399e+08
65.7,9.346e+07,2.170e+06,1.709e+05,9.580e+07
