freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.255e+04,7.604e+03,3.115e+03,9.327e+04
1.5,2.411e+05,2.922e+04,1.768e+04,2.880e+05
3.1,2.511e+05,2.706e+04,1.919e+04,2.974e+05
4.6,2.689e+05,2.362e+04,1.632e+04,3.089e+05
6.1,3.945e+05,2.247e+04,1.691e+04,4.339e+05
7.6,5.461e+05,2.295e+04,1.762e+04,5.867e+05
9.2,6.493e+05,2.570e+04,1.818e+04,6.932e+05
10.7,6.592e+05,2.778e+04,2.068e+04,7.076e+05
12.2,6.288e+05,2.724e+04,1.668e+04,6.727e+05
13.8,6.306e+05,2.644e+04,1.350e+04,6.705e+05
15.3,7.174e+05,2.541e+04,1.272e+04,7.555e+05
16.8,8.118e+05,2.435e+04,9.919e+03,8.461e+05
18.3,9.092e+05,2.793e+04,1.001e+04,9.472e+05
19.9,1.119e+06,2.928e+04,1.113e+04,1.159e+06
21.4,1.263e+06,3.011e+04,1.315e+04,1.307e+06
22.9,1.388e+06,3.387e+04,1.428e+04,1.436e+06
24.4,1.589e+06,3.811e+04,1.356e+04,1.641e+06
26.0,1.747e+06,3.535e+04,1.278e+04,1.795e+06
27.5,1.997e+06,2.301e+04,1.008e+04,2.030e+06
29.0,2.266e+06,2.439e+04,1.180e+04,2.303e+06
30.6,2.505e+06,2.619e+04,1.017e+04,2.542e+06
32.1,2.865e+06,2.643e+04,1.031e+04,2.902e+06
33.6,3.287e+06,2.865e+04,9.941e+03,3.326e+06
35.1,3.790e+06,3.065e+04,1.048e+04,3.831e+06
36.7,4.348e+06,2.671e+04,1.381e+04,4.388e+06
38.2,5.169e+06,2.597e+04,1.473e+04,5.210e+06
39.7,6.084e+06,2.850e+04,1.490e+04,6.127e+06
41.3,7.191e+06,2.828e+04,1.713e+04,7.236e+06
42.8,8.662e+06,2.622e+04,2.127e+04,8.710e+06
44.3,1.031e+07,2.907e+04,2.199e+04,1.036e+07
45.8,1.263e+07,3.068e+04,2.649e+04,1.269e+07
47.4,1.606e+07,3.077e+04,2.709e+04,1.612e+07
48.9,1.986e+07,3.357e+04,2.326e+04,1.992e+07
50.4,2.470e+07,3.489e+04,2.189e+04,2.476e+07
51.9,3.406e+07,4.281e+04,2.084e+04,3.413e+07
53.5,5.311e+07,5.684e+04,2.729e+04,5.320e+07
55.0,8.648e+07,9.371e+04,5.314e+04,8.662e+07
56.5,1.350e+08,1.351e+05,1.300e+05,1.353e+08
58.1,1.740e+08,1.143e+05,1.850e+05,1.743e+08
59.6,1.720e+08,1.301e+05,1.558e+05,1.723e+08
61.1,1.329e+08,1.967e+05,9.459e+04,1.332e+08
62.6,9.146e+07,2.857e+05,4.584e+04,9.179e+07
64.2,6.166e+07,4.750e+05,7.604e+04,6.222e+07
65.7,4.198e+07,5.471e+05,1.143e+05,4.264e+07
67.2,2.624e+07,4.002e+05,9.229e+04,2.673e+07
68.8,1.698e+07,2.982e+05,7.390e+04,1.736e+07
70.3,1.406e+07,2.187e+05,6.925e+04,1.435e+07
71.8,1.076e+07,1.483e+05,5.780e+04,1.097e+07
73.3,7.319e+06,1.017e+05,5.352e+04,7.474e+06
74.9,4.900e+06,1.083e+05,4.961e+04,5.058e+06
76.4,3.279e+06,1.397e+05,4.477e+04,3.463e+06
77.9,2.395e+06,2.022e+05,4.996e+04,2.647e+06
79.4,1.912e+06,2.520e+05,5.219e+04,2.216e+06
81.0,1.627e+06,3.365e+05,6.335e+04,2.027e+06
82.5,1.322e+06,3.913e+05,7.820e+04,1.792e+06
84.0,1.032e+06,2.721e+05,6.876e+04,1.373e+06
85.6,1.107e+06,2.538e+05,7.899e+04,1.440e+06
87.1,1.407e+06,3.934e+05,1.347e+05,1.936e+06
88.6,2.075e+06,4.202e+05,1.840e+05,2.679e+06
90.1,2.237e+06,2.678e+05,1.933e+05,2.699e+06
91.7,2.146e+06,1.887e+05,1.928e+05,2.528e+06
93.2,2.048e+06,1.251e+05,2.084e+05,2.382e+06
94.7,2.102e+06,1.215e+05,2.210e+05,2.445e+06
96.3,2.165e+06,2.100e+05,2.533e+05,2.629e+06
97.8,2.289e+06,4.751e+05,2.349e+05,2.999e+06
99.3,1.778e+06,5.490e+05,1.657e+05,2.493e+06
100.8,1.561e+06,4.874e+05,1.435e+05,2.191e+06
102.4,1.481e+06,4.354e+05,1.358e+05,2.052e+06
103.9,1.499e+06,4.038e+05,1.494e+05,2.052e+06
105.4,1.387e+06,4.126e+05,2.055e+05,2.005e+06
106.9,1.182e+06,4.420e+05,2.974e+05,1.921e+06
108.5,1.002e+06,4.359e+05,3.471e+05,1.785e+06
110.0,9.445e+05,4.434e+05,3.795e+05,1.767e+06
111.5,8.826e+05,5.324e+05,3.885e+05,1.803e+06
113.1,8.503e+05,6.079e+05,3.131e+05,1.771e+06
114.6,9.192e+05,6.422e+05,2.551e+05,1.816e+06
116.1,9.985e+05,6.307e+05,2.398e+05,1.869e+06
117.6,1.040e+06,6.512e+05,3.028e+05,1.994e+06
119.2,1.179e+06,6.465e+05,3.676e+05,2.193e+06
120.7,1.286e+06,6.298e+05,4.345e+05,2.351e+06
122.2,1.444e+06,5.646e+05,4.556e+05,2.464e+06
123.8,1.667e+06,5.018e+05,4.246e+05,2.594e+06
125.3,1.985e+06,4.013e+05,3.370e+05,2.724e+06
126.8,2.462e+06,3.403e+05,2.448e+05,3.047e+06
128.3,3.078e+06,3.046e+05,1.771e+05,3.560e+06
129.9,3.788e+06,2.741e+05,1.640e+05,4.226e+06
131.4,3.999e+06,3.910e+05,1.784e+05,4.568e+06
132.9,3.428e+06,3.758e+05,1.542e+05,3.958e+06
134.5,1.559e+06,2.789e+05,1.134e+05,1.951e+06
136.0,1.107e+06,2.559e+05,9.081e+04,1.453e+06
137.5,1.046e+06,2.013e+05,6.703e+04,1.315e+06
139.0,9.913e+05,1.678e+05,5.587e+04,1.215e+06
140.6,9.941e+05,1.909e+05,5.781e+04,1.243e+06
142.1,1.057e+06,1.839e+05,5.694e+04,1.298e+06
143.6,1.013e+06,1.483e+05,5.216e+04,1.213e+06
145.1,1.055e+06,1.243e+05,4.567e+04,1.225e+06
