freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.845e+04,1.443e+04,2.639e+03,9.551e+04
1.5,2.165e+05,4.687e+04,1.255e+04,2.759e+05
3.1,2.077e+05,4.666e+04,1.351e+04,2.678e+05
4.6,2.846e+05,4.481e+04,1.312e+04,3.425e+05
6.1,3.506e+05,3.683e+04,1.253e+04,4.000e+05
7.6,4.309e+05,2.581e+04,1.402e+04,4.707e+05
9.2,5.395e+05,2.175e+04,1.178e+04,5.730e+05
10.7,6.292e+05,1.955e+04,1.168e+04,6.605e+05
12.2,6.522e+05,1.992e+04,1.346e+04,6.856e+05
13.8,7.708e+05,2.061e+04,1.224e+04,8.037e+05
15.3,8.207e+05,1.893e+04,1.046e+04,8.501e+05
16.8,9.373e+05,1.741e+04,1.521e+04,9.699e+05
18.3,9.411e+05,1.616e+04,1.636e+04,9.736e+05
19.9,9.780e+05,1.810e+04,1.291e+04,1.009e+06
21.4,1.067e+06,1.782e+04,1.032e+04,1.095e+06
22.9,1.230e+06,1.440e+04,1.240e+04,1.256e+06
24.4,1.432e+06,1.667e+04,1.242e+04,1.461e+06
26.0,1.615e+06,2.008e+04,9.996e+03,1.645e+06
27.5,1.827e+06,1.827e+04,9.656e+03,1.855e+06
29.0,2.070e+06,1.287e+04,1.001e+04,2.093e+06
30.6,2.355e+06,1.321e+04,1.160e+04,2.380e+06
32.1,2.673e+06,1.338e+04,1.143e+04,2.698e+06
33.6,3.060e+06,1.484e+04,1.305e+04,3.088e+06
35.1,3.494e+06,1.572e+04,1.471e+04,3.525e+06
36.7,4.055e+06,1.606e+04,1.476e+04,4.086e+06
38.2,4.815e+06,1.664e+04,1.648e+04,4.848e+06
39.7,5.421e+06,1.845e+04,1.954e+04,5.459e+06
41.3,6.308e+06,2.147e+04,2.059e+04,6.350e+06
42.8,7.392e+06,2.256e+04,2.050e+04,7.435e+06
44.3,8.318e+06,2.659e+04,2.092e+04,8.365e+06
45.8,9.768e+06,2.132e+04,2.056e+04,9.810e+06
47.4,1.193e+07,2.124e+04,2.221e+04,1.197e+07
48.9,1.455e+07,2.962e+04,2.262e+04,1.460e+07
50.4,1.727e+07,3.300e+04,2.413e+04,1.733e+07
51.9,2.178e+07,3.087e+04,2.478e+04,2.183e+07
53.5,2.860e+07,2.959e+04,2.271e+04,2.865e+07
55.0,4.001e+07,2.098e+04,2.173e+04,4.005e+07
56.5,5.818e+07,2.612e+04,1.836e+04,5.822e+07
58.1,8.516e+07,5.245e+04,1.660e+04,8.523e+07
59.6,1.414e+08,2.271e+05,3.528e+04,1.416e+08
61.1,2.066e+08,8.202e+05,1.588e+05,2.076e+08
62.6,2.134e+08,1.799e+06,3.978e+05,2.156e+08
64.2,1.633e+08,2.480e+06,6.441e+05,1.664e+08
65.7,1.105e+08,2.527e+06,6.576e+05,1.137e+08
67.2,7.208e+07,2.057e+06,5.675e+05,7.470e+07
68.8,4.776e+07,1.275e+06,4.027e+05,4.944e+07
70.3,3.432e+07,6.627e+05,2.596e+05,3.524e+07
71.8,2.356e+07,2.971e+05,1.586e+05,2.401e+07
73.3,1.603e+07,1.365e+05,1.006e+05,1.627e+07
74.9,1.133e+07,1.004e+05,7.487e+04,1.150e+07
76.4,8.466e+06,1.063e+05,6.792e+04,8.640e+06
77.9,6.399e+06,1.100e+05,8.134e+04,6.591e+06
79.4,4.985e+06,1.061e+05,8.806e+04,5.179e+06
81.0,3.966e+06,1.011e+05,8.288e+04,4.150e+06
82.5,3.187e+06,9.141e+04,7.669e+04,3.355e+06
84.0,3.136e+06,8.195e+04,8.769e+04,3.306e+06
85.6,3.726e+06,9.823e+04,1.244e+05,3.948e+06
87.1,4.430e+06,1.203e+05,2.003e+05,4.750e+06
88.6,4.807e+06,1.171e+05,3.379e+05,5.262e+06
90.1,4.666e+06,7.538e+04,4.620e+05,5.204e+06
91.7,4.412e+06,3.740e+04,5.024e+05,4.952e+06
93.2,4.032e+06,4.089e+04,4.281e+05,4.501e+06
94.7,3.935e+06,9.193e+04,3.271e+05,4.354e+06
96.3,4.328e+06,1.723e+05,3.855e+05,4.885e+06
97.8,4.721e+06,1.925e+05,6.340e+05,5.547e+06
99.3,3.990e+06,2.296e+05,6.000e+05,4.820e+06
100.8,3.834e+06,2.101e+05,6.729e+05,4.717e+06
102.4,3.777e+06,1.907e+05,7.789e+05,4.747e+06
103.9,3.191e+06,1.826e+05,5.862e+05,3.960e+06
105.4,2.538e+06,1.458e+05,4.303e+05,3.114e+06
106.9,2.222e+06,1.189e+05,3.437e+05,2.685e+06
108.5,2.028e+06,1.343e+05,2.026e+05,2.365e+06
110.0,1.876e+06,1.597e+05,9.457e+04,2.130e+06
111.5,1.836e+06,1.789e+05,3.646e+04,2.051e+06
113.1,1.641e+06,1.936e+05,2.147e+04,1.856e+06
114.6,1.265e+06,2.227e+05,4.095e+04,1.529e+06
116.1,1.091e+06,2.274e+05,7.585e+04,1.394e+06
117.6,1.106e+06,2.526e+05,6.174e+04,1.421e+06
119.2,9.879e+05,2.681e+05,5.556e+04,1.312e+06
120.7,8.543e+05,3.067e+05,1.053e+05,1.266e+06
