freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.927e+01,2.243e+01,5.227e+02,5.644e+02
1.6,2.960e+01,5.436e+01,3.147e+02,3.987e+02
3.1,2.900e+01,5.850e+01,3.591e+01,1.234e+02
4.7,3.141e+01,7.013e+01,3.787e+02,4.803e+02
6.2,2.655e+01,5.256e+01,1.311e+03,1.390e+03
7.8,2.449e+01,4.933e+01,2.323e+03,2.397e+03
9.4,2.508e+01,8.323e+01,3.404e+03,3.512e+03
10.9,2.467e+01,9.266e+01,3.392e+03,3.509e+03
12.5,2.673e+01,7.418e+01,3.901e+03,4.002e+03
14.0,2.443e+01,6.173e+01,5.679e+03,5.766e+03
15.6,3.268e+01,7.381e+01,7.964e+03,8.071e+03
17.2,3.590e+01,7.774e+01,9.985e+03,1.010e+04
18.7,3.189e+01,7.698e+01,1.224e+04,1.235e+04
20.3,3.247e+01,7.874e+01,1.524e+04,1.535e+04
21.8,3.990e+01,7.875e+01,1.885e+04,1.897e+04
23.4,5.635e+01,8.429e+01,2.311e+04,2.326e+04
25.0,6.260e+01,8.881e+01,2.833e+04,2.848e+04
26.5,5.575e+01,1.051e+02,3.468e+04,3.484e+04
28.1,3.901e+01,1.301e+02,4.266e+04,4.283e+04
29.6,5.461e+01,1.378e+02,5.172e+04,5.191e+04
31.2,1.176e+02,1.385e+02,6.204e+04,6.230e+04
32.8,1.728e+02,1.445e+02,7.819e+04,7.851e+04
34.3,2.517e+02,1.815e+02,1.010e+05,1.014e+05
35.9,3.528e+02,2.298e+02,1.307e+05,1.313e+05
37.4,6.238e+02,3.340e+02,1.792e+05,1.801e+05
39.0,1.279e+03,4.467e+02,2.681e+05,2.698e+05
40.6,3.125e+03,1.067e+03,4.861e+05,4.903e+05
42.1,1.046e+04,4.639e+03,1.101e+06,1.116e+06
43.7,2.272e+04,9.671e+03,1.964e+06,1.996e+06
45.2,2.569e+04,1.116e+04,1.957e+06,1.994e+06
46.8,2.152e+04,1.003e+04,1.357e+06,1.389e+06
48.4,1.600e+04,7.770e+03,8.231e+05,8.469e+05
49.9,1.127e+04,6.300e+03,5.023e+05,5.199e+05
51.5,8.006e+03,5.111e+03,3.548e+05,3.679e+05
53.1,6.212e+03,4.489e+03,2.863e+05,2.970e+05
54.6,5.486e+03,5.019e+03,2.406e+05,2.511e+05
56.2,4.672e+03,5.540e+03,1.994e+05,2.096e+05
57.7,3.505e+03,4.565e+03,1.626e+05,1.707e+05
59.3,3.020e+03,3.399e+03,1.289e+05,1.353e+05
60.9,3.924e+03,2.819e+03,1.002e+05,1.069e+05
62.4,4.119e+03,2.310e+03,7.458e+04,8.101e+04
64.0,4.586e+03,2.482e+03,6.263e+04,6.970e+04
65.5,5.521e+03,3.717e+03,5.796e+04,6.720e+04
67.1,5.344e+03,4.624e+03,4.952e+04,5.949e+04
68.7,3.626e+03,4.517e+03,3.554e+04,4.368e+04
70.2,1.890e+03,4.028e+03,2.361e+04,2.952e+04
71.8,1.533e+03,3.457e+03,1.795e+04,2.294e+04
73.3,2.396e+03,2.390e+03,1.769e+04,2.248e+04
74.9,2.974e+03,1.723e+03,1.958e+04,2.427e+04
76.5,3.427e+03,1.913e+03,2.562e+04,3.096e+04
78.0,4.360e+03,2.216e+03,3.041e+04,3.698e+04
79.6,5.428e+03,2.716e+03,3.187e+04,4.001e+04
81.1,6.385e+03,3.555e+03,3.118e+04,4.112e+04
82.7,7.874e+03,4.083e+03,3.010e+04,4.206e+04
84.3,1.140e+04,5.028e+03,3.069e+04,4.712e+04
85.8,1.825e+04,7.051e+03,3.165e+04,5.695e+04
87.4,2.420e+04,7.710e+03,2.978e+04,6.169e+04
