freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.099e+03,1.810e+04,1.566e+03,2.276e+04
1.5,1.388e+04,5.754e+04,7.516e+03,7.894e+04
3.1,1.623e+04,5.540e+04,8.034e+03,7.966e+04
4.6,1.469e+04,7.845e+04,9.951e+03,1.031e+05
6.1,1.475e+04,1.389e+05,1.110e+04,1.647e+05
7.6,1.657e+04,1.943e+05,1.213e+04,2.230e+05
9.2,1.558e+04,2.406e+05,1.307e+04,2.693e+05
10.7,1.722e+04,2.487e+05,1.443e+04,2.804e+05
12.2,1.876e+04,2.968e+05,1.496e+04,3.305e+05
13.7,1.882e+04,4.079e+05,1.647e+04,4.432e+05
15.3,1.950e+04,5.362e+05,1.826e+04,5.740e+05
16.8,1.922e+04,6.664e+05,1.857e+04,7.041e+05
18.3,2.026e+04,7.913e+05,1.866e+04,8.302e+05
19.9,1.962e+04,9.559e+05,2.089e+04,9.964e+05
21.4,1.945e+04,1.130e+06,2.270e+04,1.172e+06
22.9,1.973e+04,1.336e+06,2.517e+04,1.380e+06
24.4,2.127e+04,1.684e+06,2.884e+04,1.734e+06
26.0,2.306e+04,2.197e+06,3.372e+04,2.254e+06
27.5,2.604e+04,2.673e+06,4.149e+04,2.741e+06
29.0,3.072e+04,3.268e+06,5.172e+04,3.351e+06
30.6,3.071e+04,3.945e+06,5.752e+04,4.033e+06
32.1,2.984e+04,4.556e+06,6.971e+04,4.656e+06
33.6,3.401e+04,5.095e+06,8.301e+04,5.212e+06
35.1,3.552e+04,6.194e+06,8.013e+04,6.310e+06
36.7,3.640e+04,8.020e+06,8.858e+04,8.145e+06
38.2,5.126e+04,7.548e+06,7.929e+04,7.679e+06
39.7,6.415e+04,4.757e+06,5.092e+04,4.872e+06
41.2,7.636e+04,5.485e+06,6.053e+04,5.622e+06
42.8,8.040e+04,6.773e+06,8.170e+04,6.935e+06
44.3,7.208e+04,5.096e+06,7.633e+04,5.245e+06
45.8,7.336e+04,4.147e+06,7.750e+04,4.298e+06
47.4,7.744e+04,3.644e+06,7.952e+04,3.801e+06
48.9,7.829e+04,2.194e+06,6.735e+04,2.339e+06
50.4,8.280e+04,1.403e+06,6.621e+04,1.552e+06
51.9,1.007e+05,1.623e+06,9.742e+04,1.821e+06
53.5,1.160e+05,1.928e+06,1.430e+05,2.187e+06
