freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.464e+01,7.424e+00,1.519e+02,1.739e+02
1.6,2.047e+01,1.799e+01,1.062e+02,1.447e+02
3.1,1.518e+01,1.959e+01,3.919e+01,7.395e+01
4.7,1.569e+01,2.334e+01,3.689e+02,4.080e+02
6.2,1.613e+01,2.524e+01,1.288e+03,1.330e+03
7.8,1.565e+01,2.537e+01,2.303e+03,2.344e+03
9.4,1.569e+01,4.361e+01,3.347e+03,3.406e+03
10.9,1.485e+01,5.537e+01,3.225e+03,3.295e+03
12.5,1.562e+01,3.504e+01,3.822e+03,3.873e+03
14.0,1.532e+01,2.985e+01,5.652e+03,5.697e+03
15.6,1.644e+01,3.432e+01,7.896e+03,7.947e+03
17.2,1.684e+01,3.907e+01,9.952e+03,1.001e+04
18.7,1.958e+01,4.277e+01,1.196e+04,1.202e+04
20.3,2.289e+01,4.700e+01,1.459e+04,1.466e+04
21.8,3.186e+01,5.319e+01,1.803e+04,1.812e+04
23.4,4.155e+01,5.870e+01,2.195e+04,2.205e+04
24.9,3.957e+01,6.155e+01,2.630e+04,2.640e+04
26.5,3.162e+01,6.192e+01,3.149e+04,3.159e+04
28.1,2.490e+01,9.119e+01,3.667e+04,3.679e+04
29.6,5.071e+01,1.170e+02,4.156e+04,4.173e+04
31.2,9.664e+01,1.201e+02,4.355e+04,4.376e+04
32.7,1.234e+02,1.259e+02,3.705e+04,3.730e+04
34.3,1.449e+02,1.624e+02,2.873e+04,2.904e+04
35.9,1.375e+02,1.673e+02,2.740e+04,2.771e+04
37.4,1.395e+02,1.994e+02,2.573e+04,2.607e+04
39.0,1.833e+02,1.805e+02,2.654e+04,2.690e+04
40.5,2.680e+02,1.636e+02,3.190e+04,3.233e+04
42.1,3.689e+02,2.364e+02,4.148e+04,4.208e+04
43.7,5.241e+02,2.317e+02,5.799e+04,5.874e+04
45.2,8.569e+02,3.223e+02,8.718e+04,8.836e+04
46.8,1.457e+03,6.291e+02,1.263e+05,1.284e+05
48.3,2.379e+03,9.127e+02,1.643e+05,1.676e+05
49.9,5.711e+03,1.394e+03,2.628e+05,2.699e+05
51.5,9.822e+03,2.271e+03,3.675e+05,3.796e+05
53.0,9.634e+03,3.336e+03,3.387e+05,3.517e+05
54.6,6.588e+03,3.179e+03,2.077e+05,2.175e+05
56.1,4.649e+03,2.677e+03,1.259e+05,1.332e+05
57.7,3.567e+03,2.311e+03,9.461e+04,1.005e+05
59.2,3.080e+03,2.144e+03,8.195e+04,8.717e+04
60.8,3.575e+03,1.826e+03,7.049e+04,7.590e+04
62.4,3.592e+03,1.249e+03,5.839e+04,6.323e+04
63.9,4.435e+03,1.203e+03,5.265e+04,5.829e+04
65.5,5.911e+03,1.649e+03,5.133e+04,5.889e+04
67.0,5.884e+03,2.457e+03,4.605e+04,5.439e+04
68.6,3.730e+03,3.512e+03,3.471e+04,4.195e+04
70.2,2.091e+03,4.078e+03,2.543e+04,3.160e+04
71.7,2.267e+03,5.307e+03,2.559e+04,3.316e+04
73.3,3.488e+03,5.728e+03,2.910e+04,3.832e+04
74.8,3.926e+03,4.518e+03,2.692e+04,3.536e+04
76.4,3.721e+03,3.393e+03,2.604e+04,3.315e+04
78.0,4.014e+03,2.677e+03,2.758e+04,3.427e+04
79.5,5.379e+03,2.179e+03,2.963e+04,3.719e+04
81.1,6.811e+03,1.809e+03,3.081e+04,3.943e+04
82.6,8.324e+03,1.483e+03,3.018e+04,3.999e+04
84.2,1.058e+04,1.273e+03,2.971e+04,4.157e+04
85.8,1.304e+04,1.135e+03,2.853e+04,4.270e+04
87.3,1.516e+04,1.131e+03,2.636e+04,4.265e+04
88.9,1.722e+04,1.243e+03,2.369e+04,4.216e+04
90.4,1.892e+04,1.436e+03,1.996e+04,4.032e+04
92.0,1.859e+04,1.667e+03,1.548e+04,3.574e+04
93.5,1.513e+04,1.846e+03,1.178e+04,2.876e+04
95.1,1.013e+04,1.939e+03,1.008e+04,2.215e+04
96.7,6.373e+03,2.085e+03,1.021e+04,1.866e+04
98.2,3.892e+03,1.921e+03,1.022e+04,1.603e+04
99.8,5.215e+03,2.210e+03,1.190e+04,1.933e+04
101.3,1.628e+04,3.730e+03,1.415e+04,3.417e+04
102.9,2.637e+04,4.788e+03,1.384e+04,4.499e+04
104.5,3.068e+04,4.033e+03,1.298e+04,4.769e+04
106.0,3.933e+04,2.827e+03,1.488e+04,5.703e+04
107.6,5.887e+04,1.984e+03,1.766e+04,7.851e+04
109.1,8.861e+04,1.663e+03,1.945e+04,1.097e+05
110.7,1.082e+05,1.785e+03,1.927e+04,1.292e+05
112.3,1.049e+05,1.832e+03,1.780e+04,1.245e+05
113.8,8.826e+04,1.435e+03,1.647e+04,1.062e+05
115.4,7.106e+04,1.093e+03,1.551e+04,8.766e+04
116.9,5.491e+04,9.663e+02,1.475e+04,7.063e+04
118.5,4.322e+04,9.342e+02,1.473e+04,5.888e+04
120.1,3.562e+04,9.796e+02,1.438e+04,5.098e+04
121.6,3.170e+04,1.177e+03,1.406e+04,4.694e+04
123.2,3.280e+04,1.488e+03,1.318e+04,4.746e+04
124.7,3.715e+04,1.933e+03,1.201e+04,5.109e+04
126.3,4.184e+04,2.359e+03,1.127e+04,5.546e+04
127.8,4.432e+04,2.689e+03,1.049e+04,5.750e+04
129.4,4.637e+04,2.876e+03,1.021e+04,5.946e+04
131.0,4.607e+04,3.518e+03,1.055e+04,6.014e+04
132.5,3.253e+04,3.063e+03,8.216e+03,4.381e+04
134.1,6.832e+03,7.830e+02,2.018e+03,9.633e+03
135.6,1.333e+03,2.600e+02,6.348e+02,2.228e+03
137.2,1.175e+03,3.500e+02,6.267e+02,2.152e+03
138.8,1.191e+03,3.778e+02,6.479e+02,2.217e+03
140.3,1.237e+03,2.915e+02,7.159e+02,2.245e+03
141.9,1.231e+03,2.720e+02,6.572e+02,2.160e+03
143.4,1.235e+03,7.369e+02,5.461e+02,2.518e+03
145.0,1.193e+03,1.834e+03,6.172e+02,3.645e+03
146.6,1.116e+03,2.766e+03,8.173e+02,4.700e+03
148.1,1.183e+03,3.673e+03,1.260e+03,6.115e+03
149.7,1.313e+03,6.569e+03,2.639e+03,1.052e+04
151.2,8.594e+02,2.087e+04,7.972e+03,2.970e+04
152.8,1.168e+03,4.176e+04,1.779e+04,6.072e+04
154.4,1.508e+03,4.595e+04,2.167e+04,6.913e+04
155.9,1.381e+03,4.241e+04,2.120e+04,6.499e+04
157.5,9.626e+02,3.488e+04,1.783e+04,5.368e+04
159.0,5.448e+02,2.555e+04,1.366e+04,3.976e+04
160.6,3.616e+02,1.833e+04,1.056e+04,2.925e+04
162.1,5.743e+02,1.445e+04,9.346e+03,2.437e+04
163.7,9.437e+02,1.393e+04,9.577e+03,2.445e+04
165.3,1.240e+03,1.346e+04,9.541e+03,2.424e+04
166.8,1.364e+03,1.135e+04,8.750e+03,2.146e+04
168.4,1.202e+03,9.333e+03,7.575e+03,1.811e+04
169.9,9.096e+02,6.923e+03,5.824e+03,1.366e+04
171.5,5.769e+02,4.328e+03,4.010e+03,8.915e+03
173.1,4.285e+02,2.856e+03,2.892e+03,6.177e+03
174.6,3.986e+02,2.751e+03,2.724e+03,5.873e+03
176.2,3.790e+02,2.465e+03,2.435e+03,5.279e+03
177.7,3.362e+02,2.068e+03,1.940e+03,4.344e+03
