freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.226e+03,3.078e+04,4.128e+03,3.713e+04
1.5,1.096e+04,7.274e+04,1.828e+04,1.020e+05
3.1,1.156e+04,6.161e+04,1.747e+04,9.064e+04
4.6,1.147e+04,8.134e+04,2.027e+04,1.131e+05
6.1,1.201e+04,1.414e+05,2.045e+04,1.739e+05
7.6,1.143e+04,2.071e+05,2.270e+04,2.413e+05
9.2,1.260e+04,2.678e+05,2.474e+04,3.051e+05
10.7,1.496e+04,2.785e+05,2.395e+04,3.174e+05
12.2,1.456e+04,3.358e+05,2.358e+04,3.740e+05
13.7,1.247e+04,4.367e+05,1.976e+04,4.689e+05
15.3,1.355e+04,5.685e+05,1.761e+04,5.997e+05
16.8,1.436e+04,7.196e+05,1.942e+04,7.533e+05
18.3,1.728e+04,8.722e+05,2.021e+04,9.097e+05
19.9,1.350e+04,1.083e+06,2.380e+04,1.120e+06
21.4,1.511e+04,1.296e+06,2.630e+04,1.337e+06
22.9,1.458e+04,1.557e+06,2.690e+04,1.599e+06
24.4,1.521e+04,1.995e+06,3.424e+04,2.045e+06
26.0,1.887e+04,2.534e+06,4.103e+04,2.594e+06
27.5,1.891e+04,3.187e+06,5.186e+04,3.258e+06
29.0,1.982e+04,3.940e+06,6.530e+04,4.025e+06
30.6,2.388e+04,4.970e+06,8.543e+04,5.080e+06
32.1,2.272e+04,6.243e+06,1.274e+05,6.393e+06
33.6,2.070e+04,8.078e+06,1.810e+05,8.280e+06
35.1,2.578e+04,1.121e+07,2.088e+05,1.144e+07
36.7,3.581e+04,1.685e+07,2.526e+05,1.714e+07
38.2,7.808e+04,2.924e+07,4.015e+05,2.972e+07
39.7,6.391e+04,3.773e+07,5.398e+05,3.833e+07
41.2,3.424e+04,3.372e+07,5.066e+05,3.426e+07
42.8,4.032e+04,2.327e+07,3.805e+05,2.370e+07
44.3,2.921e+04,1.682e+07,3.254e+05,1.718e+07
45.8,2.236e+04,1.211e+07,2.689e+05,1.240e+07
47.4,1.730e+04,8.852e+06,2.221e+05,9.091e+06
48.9,1.658e+04,6.307e+06,1.947e+05,6.518e+06
50.4,2.348e+04,3.618e+06,1.543e+05,3.795e+06
51.9,3.021e+04,2.198e+06,1.528e+05,2.381e+06
53.5,2.830e+04,1.691e+06,1.974e+05,1.917e+06
55.0,2.114e+04,1.241e+06,2.639e+05,1.526e+06
56.5,1.974e+04,7.564e+05,3.493e+05,1.125e+06
58.0,1.819e+04,3.521e+05,3.756e+05,7.459e+05
59.6,2.112e+04,1.845e+05,5.209e+05,7.265e+05
61.1,2.512e+04,3.553e+05,6.447e+05,1.025e+06
62.6,2.610e+04,7.374e+05,5.959e+05,1.359e+06
64.2,2.888e+04,1.113e+06,4.879e+05,1.629e+06
65.7,3.136e+04,1.820e+06,4.407e+05,2.292e+06
67.2,4.837e+04,2.867e+06,4.455e+05,3.361e+06
68.7,9.056e+04,4.256e+06,4.683e+05,4.815e+06
70.3,7.371e+04,6.382e+06,5.697e+05,7.025e+06
71.8,6.625e+04,8.105e+06,6.205e+05,8.792e+06
73.3,7.301e+04,8.276e+06,5.560e+05,8.905e+06
74.8,1.054e+05,8.391e+06,4.556e+05,8.952e+06
76.4,1.561e+05,8.764e+06,4.038e+05,9.324e+06
77.9,1.842e+05,8.882e+06,3.815e+05,9.448e+06
79.4,2.765e+05,8.650e+06,3.669e+05,9.293e+06
81.0,2.386e+05,7.202e+06,3.312e+05,7.772e+06
82.5,1.220e+05,5.012e+06,2.737e+05,5.407e+06
84.0,8.205e+04,3.026e+06,2.084e+05,3.317e+06
85.5,9.661e+04,2.032e+06,1.720e+05,2.301e+06
87.1,1.174e+05,2.197e+06,2.289e+05,2.543e+06
88.6,1.191e+05,2.544e+06,3.145e+05,2.978e+06
90.1,1.148e+05,2.207e+06,3.116e+05,2.633e+06
91.7,1.745e+05,2.367e+06,2.799e+05,2.821e+06
93.2,2.224e+05,2.917e+06,2.278e+05,3.367e+06
94.7,2.244e+05,3.532e+06,1.916e+05,3.948e+06
96.2,2.284e+05,3.953e+06,1.401e+05,4.322e+06
97.8,2.485e+05,4.091e+06,7.661e+04,4.416e+06
99.3,2.359e+05,3.800e+06,3.921e+04,4.075e+06
100.8,2.325e+05,3.603e+06,3.508e+04,3.871e+06
102.3,2.266e+05,3.338e+06,4.445e+04,3.609e+06
103.9,2.170e+05,2.938e+06,8.059e+04,3.235e+06
105.4,1.993e+05,2.416e+06,1.599e+05,2.775e+06
106.9,1.810e+05,1.961e+06,3.463e+05,2.488e+06
