freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.289e+01,6.173e+02,5.805e+01,7.382e+02
1.6,2.729e+02,5.428e+02,8.297e+01,8.987e+02
3.1,2.562e+02,2.831e+02,6.544e+01,6.047e+02
4.7,2.870e+02,5.815e+02,6.622e+01,9.347e+02
6.2,2.711e+02,1.426e+03,6.972e+01,1.767e+03
7.8,2.707e+02,2.164e+03,6.297e+01,2.498e+03
9.4,2.858e+02,2.959e+03,6.681e+01,3.311e+03
10.9,2.868e+02,3.766e+03,6.447e+01,4.117e+03
12.5,2.918e+02,4.235e+03,6.584e+01,4.593e+03
14.0,2.738e+02,5.142e+03,6.934e+01,5.485e+03
15.6,2.595e+02,6.483e+03,7.234e+01,6.815e+03
17.2,2.642e+02,7.945e+03,7.890e+01,8.288e+03
18.7,2.692e+02,9.719e+03,8.653e+01,1.007e+04
20.3,2.516e+02,1.169e+04,8.967e+01,1.203e+04
21.8,2.537e+02,1.373e+04,8.199e+01,1.406e+04
23.4,2.455e+02,1.610e+04,9.642e+01,1.644e+04
24.9,2.466e+02,1.880e+04,1.069e+02,1.916e+04
26.5,2.825e+02,2.185e+04,1.147e+02,2.225e+04
28.1,2.687e+02,2.492e+04,1.307e+02,2.532e+04
29.6,2.546e+02,2.782e+04,1.385e+02,2.821e+04
31.2,2.473e+02,3.110e+04,1.483e+02,3.150e+04
32.7,2.431e+02,3.555e+04,1.771e+02,3.597e+04
34.3,2.742e+02,4.112e+04,2.008e+02,4.159e+04
35.9,3.442e+02,4.744e+04,2.125e+02,4.800e+04
37.4,4.172e+02,5.545e+04,2.249e+02,5.609e+04
39.0,5.210e+02,6.633e+04,2.663e+02,6.711e+04
40.5,6.174e+02,7.983e+04,3.474e+02,8.079e+04
42.1,8.063e+02,9.587e+04,4.388e+02,9.712e+04
43.7,1.049e+03,1.149e+05,5.721e+02,1.165e+05
45.2,1.358e+03,1.411e+05,6.993e+02,1.432e+05
46.8,1.647e+03,1.752e+05,7.585e+02,1.776e+05
48.3,1.980e+03,2.194e+05,8.649e+02,2.222e+05
49.9,2.362e+03,2.711e+05,1.151e+03,2.747e+05
51.5,2.812e+03,3.403e+05,1.682e+03,3.447e+05
53.0,3.065e+03,4.333e+05,2.242e+03,4.386e+05
54.6,3.595e+03,5.677e+05,3.260e+03,5.746e+05
56.1,5.050e+03,7.951e+05,4.737e+03,8.049e+05
57.7,8.576e+03,1.141e+06,5.432e+03,1.155e+06
59.3,1.584e+04,1.787e+06,4.609e+03,1.807e+06
60.8,2.641e+04,2.590e+06,7.606e+03,2.624e+06
62.4,3.460e+04,2.927e+06,1.988e+04,2.981e+06
63.9,3.650e+04,2.762e+06,3.223e+04,2.831e+06
65.5,2.542e+04,2.142e+06,3.193e+04,2.200e+06
67.0,1.234e+04,1.346e+06,3.149e+04,1.390e+06
68.6,6.497e+03,8.596e+05,2.827e+04,8.944e+05
70.2,3.867e+03,5.394e+05,1.909e+04,5.624e+05
71.7,2.854e+03,3.301e+05,1.071e+04,3.437e+05
73.3,2.304e+03,1.981e+05,5.545e+03,2.059e+05
74.8,1.800e+03,1.208e+05,3.284e+03,1.259e+05
76.4,1.491e+03,8.099e+04,2.704e+03,8.519e+04
78.0,1.334e+03,5.438e+04,2.283e+03,5.800e+04
79.5,1.370e+03,3.705e+04,1.806e+03,4.023e+04
81.1,1.501e+03,2.395e+04,1.578e+03,2.703e+04
82.6,1.698e+03,1.528e+04,1.548e+03,1.853e+04
84.2,2.053e+03,1.055e+04,1.619e+03,1.422e+04
85.8,2.070e+03,7.952e+03,1.740e+03,1.176e+04
87.3,1.631e+03,6.595e+03,1.535e+03,9.761e+03
