freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.738e+04,5.073e+03,3.530e+03,7.599e+04
1.5,2.247e+05,3.260e+04,1.454e+04,2.718e+05
3.1,2.726e+05,3.048e+04,2.003e+04,3.231e+05
4.6,3.000e+05,3.080e+04,2.076e+04,3.516e+05
6.1,3.646e+05,2.986e+04,1.681e+04,4.113e+05
7.6,4.943e+05,3.307e+04,1.639e+04,5.438e+05
9.2,6.090e+05,3.082e+04,1.556e+04,6.553e+05
10.7,6.644e+05,2.971e+04,1.523e+04,7.093e+05
12.2,7.762e+05,2.941e+04,1.538e+04,8.210e+05
13.8,7.673e+05,3.178e+04,1.694e+04,8.160e+05
15.3,7.618e+05,3.014e+04,2.245e+04,8.144e+05
16.8,8.791e+05,2.720e+04,2.258e+04,9.289e+05
18.3,1.033e+06,2.367e+04,2.254e+04,1.079e+06
19.9,1.150e+06,2.408e+04,2.102e+04,1.195e+06
21.4,1.270e+06,2.364e+04,1.554e+04,1.309e+06
22.9,1.450e+06,2.440e+04,1.258e+04,1.487e+06
24.4,1.678e+06,2.963e+04,1.228e+04,1.720e+06
26.0,1.767e+06,2.999e+04,1.347e+04,1.811e+06
27.5,1.994e+06,2.915e+04,1.500e+04,2.038e+06
29.0,2.339e+06,2.789e+04,1.324e+04,2.380e+06
30.6,2.665e+06,1.886e+04,1.182e+04,2.696e+06
32.1,2.863e+06,2.621e+04,1.571e+04,2.905e+06
33.6,3.288e+06,3.137e+04,1.547e+04,3.335e+06
35.1,3.753e+06,3.093e+04,1.332e+04,3.798e+06
36.7,4.365e+06,2.434e+04,1.210e+04,4.402e+06
38.2,5.066e+06,2.418e+04,1.503e+04,5.105e+06
39.7,5.907e+06,2.527e+04,1.631e+04,5.949e+06
41.3,6.996e+06,2.121e+04,1.625e+04,7.034e+06
42.8,8.445e+06,2.012e+04,1.781e+04,8.483e+06
44.3,1.003e+07,1.928e+04,1.998e+04,1.007e+07
45.8,1.240e+07,2.323e+04,2.266e+04,1.245e+07
47.4,1.591e+07,2.337e+04,2.633e+04,1.596e+07
48.9,2.002e+07,2.310e+04,2.540e+04,2.007e+07
50.4,2.450e+07,2.174e+04,2.707e+04,2.455e+07
51.9,3.294e+07,2.160e+04,2.520e+04,3.299e+07
53.5,4.969e+07,3.562e+04,2.247e+04,4.975e+07
55.0,7.766e+07,6.089e+04,3.218e+04,7.776e+07
56.5,1.231e+08,1.077e+05,8.812e+04,1.233e+08
58.1,1.726e+08,1.947e+05,1.600e+05,1.729e+08
59.6,2.000e+08,3.435e+05,2.140e+05,2.006e+08
61.1,1.737e+08,4.981e+05,2.033e+05,1.744e+08
62.6,1.252e+08,7.951e+05,1.569e+05,1.262e+08
64.2,8.493e+07,1.118e+06,1.701e+05,8.622e+07
65.7,5.738e+07,1.125e+06,1.935e+05,5.870e+07
67.2,3.941e+07,8.728e+05,1.826e+05,4.047e+07
68.8,2.607e+07,5.837e+05,1.435e+05,2.679e+07
70.3,1.728e+07,3.370e+05,1.018e+05,1.772e+07
71.8,1.160e+07,1.826e+05,8.102e+04,1.186e+07
73.3,8.251e+06,1.264e+05,7.936e+04,8.456e+06
74.9,6.035e+06,1.248e+05,8.186e+04,6.242e+06
76.4,3.837e+06,1.023e+05,6.128e+04,4.000e+06
77.9,2.377e+06,1.161e+05,5.420e+04,2.547e+06
79.4,1.651e+06,1.455e+05,5.180e+04,1.849e+06
81.0,1.331e+06,1.801e+05,6.267e+04,1.574e+06
82.5,1.202e+06,2.024e+05,7.339e+04,1.478e+06
84.0,1.229e+06,1.911e+05,7.959e+04,1.500e+06
85.6,1.346e+06,1.879e+05,9.454e+04,1.629e+06
87.1,1.501e+06,2.186e+05,1.265e+05,1.846e+06
88.6,1.611e+06,2.647e+05,1.716e+05,2.047e+06
90.1,1.856e+06,2.441e+05,2.043e+05,2.304e+06
91.7,1.677e+06,9.537e+04,1.092e+05,1.881e+06
93.2,1.574e+06,5.117e+04,9.711e+04,1.722e+06
94.7,1.619e+06,4.502e+04,1.492e+05,1.813e+06
96.3,1.598e+06,3.840e+04,1.828e+05,1.819e+06
97.8,1.583e+06,5.504e+04,1.798e+05,1.818e+06
99.3,1.350e+06,8.721e+04,1.487e+05,1.586e+06
100.8,1.239e+06,9.928e+04,1.625e+05,1.500e+06
102.4,1.135e+06,1.398e+05,2.083e+05,1.483e+06
103.9,1.085e+06,1.894e+05,2.280e+05,1.502e+06
105.4,1.217e+06,2.214e+05,2.463e+05,1.685e+06
107.0,1.133e+06,2.835e+05,2.714e+05,1.688e+06
108.5,1.085e+06,3.383e+05,2.429e+05,1.666e+06
110.0,1.126e+06,4.111e+05,2.646e+05,1.802e+06
111.5,1.118e+06,5.076e+05,3.073e+05,1.933e+06
113.1,1.044e+06,5.076e+05,2.533e+05,1.805e+06
114.6,9.727e+05,5.171e+05,1.987e+05,1.689e+06
116.1,9.912e+05,5.615e+05,1.887e+05,1.741e+06
117.6,1.058e+06,6.323e+05,2.672e+05,1.958e+06
119.2,1.122e+06,7.266e+05,3.686e+05,2.217e+06
120.7,1.307e+06,8.462e+05,4.653e+05,2.619e+06
122.2,1.557e+06,9.130e+05,5.221e+05,2.992e+06
123.8,1.704e+06,8.781e+05,5.069e+05,3.089e+06
125.3,1.927e+06,7.603e+05,4.359e+05,3.124e+06
126.8,2.219e+06,6.201e+05,3.205e+05,3.160e+06
128.3,2.618e+06,5.175e+05,2.392e+05,3.374e+06
129.9,2.672e+06,4.760e+05,1.437e+05,3.292e+06
131.4,3.240e+06,4.586e+05,1.462e+05,3.845e+06
132.9,3.136e+06,4.167e+05,1.531e+05,3.706e+06
134.5,1.669e+06,3.129e+05,1.157e+05,2.098e+06
136.0,1.151e+06,3.107e+05,1.066e+05,1.568e+06
137.5,9.754e+05,3.282e+05,1.014e+05,1.405e+06
139.0,8.922e+05,3.140e+05,8.615e+04,1.292e+06
140.6,7.754e+05,2.996e+05,7.849e+04,1.153e+06
142.1,8.323e+05,2.715e+05,6.920e+04,1.173e+06
143.6,9.063e+05,2.611e+05,6.724e+04,1.235e+06
145.1,7.845e+05,2.522e+05,6.536e+04,1.102e+06
146.7,7.555e+05,2.169e+05,5.762e+04,1.030e+06
148.2,8.977e+05,1.747e+05,4.409e+04,1.117e+06
149.7,8.424e+05,2.010e+05,4.535e+04,1.089e+06
151.3,9.030e+05,2.446e+05,5.094e+04,1.199e+06
152.8,1.095e+06,2.371e+05,4.433e+04,1.377e+06
154.3,1.100e+06,2.288e+05,4.594e+04,1.375e+06
155.8,1.041e+06,2.323e+05,4.256e+04,1.316e+06
157.4,1.123e+06,2.175e+05,3.443e+04,1.375e+06
158.9,1.199e+06,2.125e+05,2.783e+04,1.439e+06
160.4,1.126e+06,2.035e+05,2.863e+04,1.358e+06
162.0,1.101e+06,2.022e+05,3.333e+04,1.336e+06
163.5,1.182e+06,1.969e+05,2.925e+04,1.408e+06
165.0,1.366e+06,2.066e+05,2.602e+04,1.598e+06
166.5,1.697e+06,2.224e+05,2.716e+04,1.947e+06
168.1,2.066e+06,2.261e+05,3.152e+04,2.324e+06
169.6,1.993e+06,1.965e+05,3.000e+04,2.220e+06
171.1,2.113e+06,2.283e+05,3.483e+04,2.376e+06
172.7,2.672e+06,2.648e+05,4.004e+04,2.977e+06
174.2,3.312e+06,2.573e+05,3.628e+04,3.605e+06
175.7,3.825e+06,2.389e+05,3.513e+04,4.099e+06
177.2,4.302e+06,2.644e+05,4.344e+04,4.609e+06
178.8,4.501e+06,2.858e+05,4.330e+04,4.830e+06
180.3,4.787e+06,2.955e+05,3.585e+04,5.118e+06
