freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.951e+01,1.038e+01,1.892e+02,2.191e+02
1.6,2.361e+01,2.592e+01,1.181e+02,1.676e+02
3.1,1.490e+01,2.395e+01,3.356e+01,7.241e+01
4.7,1.340e+01,2.366e+01,3.726e+02,4.097e+02
6.2,1.395e+01,2.653e+01,1.322e+03,1.362e+03
7.8,1.521e+01,3.232e+01,2.347e+03,2.394e+03
9.4,1.614e+01,4.997e+01,3.405e+03,3.471e+03
10.9,1.605e+01,6.403e+01,3.276e+03,3.356e+03
12.5,1.519e+01,4.355e+01,3.897e+03,3.955e+03
14.0,1.532e+01,3.720e+01,5.844e+03,5.896e+03
15.6,1.756e+01,3.923e+01,8.168e+03,8.225e+03
17.2,1.727e+01,4.503e+01,1.024e+04,1.030e+04
18.7,1.797e+01,4.891e+01,1.252e+04,1.259e+04
20.3,2.218e+01,4.960e+01,1.525e+04,1.532e+04
21.8,2.715e+01,5.704e+01,1.807e+04,1.816e+04
23.4,3.652e+01,6.673e+01,2.162e+04,2.173e+04
25.0,3.810e+01,7.240e+01,2.656e+04,2.667e+04
26.5,2.948e+01,7.620e+01,3.258e+04,3.268e+04
28.1,2.193e+01,9.794e+01,3.979e+04,3.991e+04
29.6,4.766e+01,1.226e+02,4.817e+04,4.834e+04
31.2,1.014e+02,1.309e+02,5.750e+04,5.773e+04
32.8,1.538e+02,1.280e+02,6.696e+04,6.725e+04
34.3,2.129e+02,1.625e+02,7.431e+04,7.468e+04
35.9,2.401e+02,1.936e+02,8.104e+04,8.148e+04
37.4,2.728e+02,2.398e+02,7.359e+04,7.410e+04
39.0,3.204e+02,2.599e+02,6.111e+04,6.169e+04
40.6,3.934e+02,2.646e+02,5.837e+04,5.903e+04
42.1,5.264e+02,4.244e+02,6.739e+04,6.834e+04
43.7,7.726e+02,4.734e+02,9.226e+04,9.351e+04
45.2,1.183e+03,5.610e+02,1.307e+05,1.324e+05
46.8,1.971e+03,1.192e+03,1.860e+05,1.891e+05
48.4,4.746e+03,2.017e+03,2.932e+05,3.000e+05
49.9,1.012e+04,2.118e+03,4.658e+05,4.780e+05
