freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.867e+01,5.629e+02,5.102e+01,6.625e+02
1.6,2.207e+02,4.497e+02,6.475e+01,7.352e+02
3.1,2.942e+02,1.909e+02,5.150e+01,5.366e+02
4.7,2.225e+02,5.319e+02,5.888e+01,8.133e+02
6.2,2.494e+02,1.393e+03,5.949e+01,1.702e+03
7.8,2.185e+02,2.154e+03,5.231e+01,2.425e+03
9.4,2.383e+02,2.956e+03,5.662e+01,3.251e+03
10.9,2.344e+02,3.750e+03,5.746e+01,4.042e+03
12.5,2.420e+02,4.203e+03,6.352e+01,4.509e+03
14.0,2.644e+02,5.088e+03,6.144e+01,5.414e+03
15.6,2.659e+02,6.417e+03,6.780e+01,6.751e+03
17.2,2.705e+02,7.774e+03,6.955e+01,8.114e+03
18.7,2.668e+02,9.439e+03,7.263e+01,9.778e+03
20.3,2.779e+02,1.149e+04,8.241e+01,1.185e+04
21.8,2.762e+02,1.356e+04,7.952e+01,1.391e+04
23.4,2.995e+02,1.580e+04,9.003e+01,1.619e+04
24.9,3.030e+02,1.843e+04,9.862e+01,1.883e+04
26.5,3.010e+02,2.128e+04,1.147e+02,2.169e+04
28.1,3.148e+02,2.428e+04,1.276e+02,2.472e+04
29.6,2.953e+02,2.709e+04,1.350e+02,2.752e+04
31.2,2.851e+02,3.018e+04,1.523e+02,3.062e+04
32.7,2.863e+02,3.449e+04,1.698e+02,3.495e+04
34.3,3.086e+02,3.984e+04,1.784e+02,4.033e+04
35.9,3.594e+02,4.572e+04,1.937e+02,4.627e+04
37.4,4.061e+02,5.334e+04,2.006e+02,5.394e+04
39.0,5.158e+02,6.382e+04,2.493e+02,6.458e+04
40.5,6.424e+02,7.748e+04,3.612e+02,7.848e+04
42.1,7.854e+02,9.253e+04,4.427e+02,9.376e+04
43.7,9.940e+02,1.104e+05,5.325e+02,1.119e+05
45.2,1.273e+03,1.353e+05,5.895e+02,1.372e+05
46.8,1.562e+03,1.684e+05,6.283e+02,1.706e+05
48.3,1.877e+03,2.100e+05,7.312e+02,2.126e+05
49.9,2.228e+03,2.582e+05,9.832e+02,2.614e+05
51.5,2.541e+03,3.233e+05,1.340e+03,3.272e+05
53.0,2.892e+03,4.106e+05,1.641e+03,4.152e+05
54.6,3.239e+03,5.363e+05,2.410e+03,5.419e+05
56.1,4.067e+03,7.246e+05,3.730e+03,7.324e+05
57.7,6.862e+03,9.946e+05,4.637e+03,1.006e+06
59.3,1.326e+04,1.526e+06,4.576e+03,1.544e+06
60.8,2.306e+04,2.271e+06,1.009e+04,2.304e+06
62.4,3.166e+04,2.794e+06,2.563e+04,2.851e+06
63.9,3.470e+04,2.875e+06,3.903e+04,2.949e+06
65.5,2.455e+04,2.353e+06,3.925e+04,2.417e+06
67.1,1.185e+04,1.529e+06,3.846e+04,1.580e+06
68.6,5.973e+03,9.759e+05,3.400e+04,1.016e+06
70.2,3.437e+03,6.000e+05,2.277e+04,6.262e+05
71.7,2.591e+03,3.653e+05,1.284e+04,3.808e+05
73.3,1.968e+03,2.196e+05,7.006e+03,2.286e+05
74.8,1.413e+03,1.416e+05,4.735e+03,1.478e+05
76.4,1.182e+03,1.020e+05,4.147e+03,1.073e+05
78.0,1.119e+03,7.060e+04,3.337e+03,7.506e+04
79.5,1.250e+03,4.815e+04,2.503e+03,5.190e+04
81.1,1.504e+03,3.235e+04,1.971e+03,3.583e+04
82.6,1.870e+03,2.285e+04,1.666e+03,2.639e+04
84.2,2.225e+03,1.593e+04,1.513e+03,1.966e+04
85.8,2.107e+03,1.081e+04,1.464e+03,1.438e+04
87.3,1.567e+03,7.754e+03,1.331e+03,1.065e+04
88.9,1.712e+03,6.851e+03,9.941e+02,9.557e+03
90.4,2.075e+03,6.944e+03,5.600e+02,9.579e+03
92.0,2.258e+03,6.760e+03,3.559e+02,9.374e+03
93.6,2.467e+03,6.439e+03,5.441e+02,9.451e+03
95.1,2.768e+03,6.348e+03,1.161e+03,1.028e+04
96.7,3.551e+03,6.324e+03,2.402e+03,1.228e+04
98.2,4.212e+03,6.662e+03,3.983e+03,1.486e+04
99.8,5.159e+03,1.198e+04,5.536e+03,2.268e+04
101.4,5.215e+03,1.998e+04,6.545e+03,3.174e+04
102.9,6.062e+03,2.277e+04,4.746e+03,3.357e+04
104.5,1.010e+04,2.544e+04,2.480e+03,3.803e+04
106.0,1.614e+04,2.953e+04,1.566e+03,4.724e+04
107.6,2.246e+04,3.657e+04,1.806e+03,6.084e+04
109.2,2.686e+04,4.349e+04,2.691e+03,7.304e+04
110.7,2.794e+04,4.965e+04,3.482e+03,8.107e+04
112.3,2.538e+04,5.654e+04,3.928e+03,8.585e+04
113.8,2.153e+04,6.520e+04,4.387e+03,9.111e+04
115.4,1.857e+04,7.565e+04,5.284e+03,9.951e+04
117.0,1.825e+04,8.897e+04,7.042e+03,1.143e+05
118.5,1.948e+04,1.038e+05,9.169e+03,1.324e+05
120.1,2.171e+04,1.230e+05,1.111e+04,1.558e+05
121.6,2.479e+04,1.427e+05,1.261e+04,1.801e+05
123.2,2.905e+04,1.584e+05,1.397e+04,2.014e+05
124.7,3.574e+04,1.744e+05,1.578e+04,2.259e+05
126.3,4.084e+04,1.889e+05,1.683e+04,2.466e+05
127.9,4.442e+04,2.106e+05,1.792e+04,2.730e+05
129.4,4.759e+04,2.368e+05,1.967e+04,3.041e+05
131.0,4.853e+04,2.716e+05,2.144e+04,3.416e+05
132.5,3.620e+04,2.237e+05,1.778e+04,2.777e+05
134.1,1.348e+04,5.557e+04,4.465e+03,7.351e+04
135.7,6.755e+03,1.442e+04,1.162e+03,2.234e+04
137.2,4.629e+03,1.254e+04,1.054e+03,1.823e+04
138.8,3.090e+03,1.431e+04,1.342e+03,1.874e+04
140.3,2.082e+03,1.577e+04,1.675e+03,1.953e+04
141.9,1.384e+03,1.655e+04,1.890e+03,1.983e+04
143.5,9.429e+02,1.412e+04,1.614e+03,1.667e+04
145.0,6.445e+02,1.034e+04,1.069e+03,1.205e+04
146.6,3.884e+02,6.772e+03,5.172e+02,7.677e+03
148.1,3.755e+02,9.096e+03,7.031e+02,1.017e+04
149.7,4.429e+02,1.411e+04,1.625e+03,1.617e+04
151.3,5.699e+02,1.973e+04,3.051e+03,2.335e+04
152.8,9.439e+02,2.679e+04,3.616e+03,3.135e+04
154.4,1.221e+03,2.827e+04,3.911e+03,3.341e+04
155.9,1.349e+03,2.655e+04,3.790e+03,3.169e+04
157.5,1.593e+03,2.452e+04,3.376e+03,2.948e+04
159.1,1.895e+03,2.149e+04,3.206e+03,2.659e+04
160.6,2.030e+03,1.870e+04,3.050e+03,2.378e+04
162.2,2.166e+03,1.761e+04,2.962e+03,2.274e+04
163.7,2.292e+03,2.067e+04,3.736e+03,2.669e+04
165.3,2.431e+03,2.558e+04,4.893e+03,3.290e+04
166.9,2.415e+03,3.223e+04,7.183e+03,4.182e+04
168.4,2.272e+03,3.909e+04,9.599e+03,5.096e+04
170.0,2.441e+03,4.587e+04,1.175e+04,6.006e+04
171.5,2.712e+03,5.011e+04,1.281e+04,6.563e+04
173.1,3.519e+03,5.089e+04,1.355e+04,6.796e+04
174.6,4.974e+03,5.743e+04,1.552e+04,7.792e+04
176.2,6.385e+03,7.022e+04,1.930e+04,9.591e+04
177.8,7.830e+03,8.640e+04,2.489e+04,1.191e+05
179.3,9.004e+03,1.059e+05,3.297e+04,1.479e+05
180.9,9.487e+03,1.202e+05,4.149e+04,1.712e+05
182.4,1.095e+04,1.343e+05,4.887e+04,1.941e+05
184.0,1.473e+04,1.381e+05,5.730e+04,2.101e+05
185.6,1.809e+04,1.430e+05,7.055e+04,2.316e+05
187.1,1.809e+04,1.535e+05,8.950e+04,2.611e+05
188.7,1.575e+04,1.518e+05,9.562e+04,2.632e+05
190.2,1.411e+04,1.383e+05,8.878e+04,2.412e+05
191.8,1.306e+04,1.206e+05,7.938e+04,2.130e+05
193.4,1.295e+04,1.032e+05,6.734e+04,1.835e+05
194.9,1.326e+04,8.178e+04,5.631e+04,1.513e+05
196.5,1.223e+04,6.959e+04,5.253e+04,1.343e+05
198.0,1.164e+04,6.161e+04,5.144e+04,1.247e+05
199.6,1.367e+04,5.719e+04,5.396e+04,1.248e+05
