freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.725e+03,2.198e+04,1.545e+03,2.625e+04
1.5,1.039e+04,5.457e+04,8.835e+03,7.380e+04
3.1,1.107e+04,5.124e+04,9.986e+03,7.230e+04
4.6,1.161e+04,7.527e+04,1.078e+04,9.766e+04
6.1,1.221e+04,1.247e+05,1.139e+04,1.483e+05
7.6,1.194e+04,1.971e+05,1.461e+04,2.236e+05
9.2,1.261e+04,2.531e+05,1.679e+04,2.825e+05
10.7,1.419e+04,2.611e+05,1.788e+04,2.932e+05
12.2,1.482e+04,3.182e+05,1.822e+04,3.512e+05
13.7,1.531e+04,4.308e+05,1.753e+04,4.636e+05
15.3,1.413e+04,5.495e+05,1.690e+04,5.805e+05
16.8,1.425e+04,6.830e+05,1.937e+04,7.166e+05
18.3,1.438e+04,8.343e+05,2.036e+04,8.690e+05
19.9,1.394e+04,1.001e+06,2.251e+04,1.038e+06
21.4,1.285e+04,1.229e+06,2.445e+04,1.266e+06
22.9,1.561e+04,1.553e+06,3.032e+04,1.599e+06
24.4,1.700e+04,1.959e+06,3.386e+04,2.010e+06
26.0,1.806e+04,2.475e+06,4.247e+04,2.536e+06
27.5,1.840e+04,3.027e+06,5.204e+04,3.097e+06
29.0,1.871e+04,3.577e+06,6.185e+04,3.658e+06
30.6,1.972e+04,4.531e+06,8.047e+04,4.631e+06
32.1,1.866e+04,5.519e+06,1.144e+05,5.652e+06
33.6,2.383e+04,7.129e+06,1.613e+05,7.314e+06
35.1,2.951e+04,9.942e+06,1.856e+05,1.016e+07
36.7,2.987e+04,1.554e+07,2.311e+05,1.580e+07
38.2,2.977e+04,2.355e+07,3.140e+05,2.389e+07
39.7,2.986e+04,3.115e+07,4.292e+05,3.161e+07
41.2,3.234e+04,3.569e+07,5.422e+05,3.626e+07
42.8,2.803e+04,3.125e+07,5.457e+05,3.182e+07
44.3,2.232e+04,2.188e+07,4.343e+05,2.234e+07
45.8,2.012e+04,1.432e+07,3.284e+05,1.467e+07
47.4,2.059e+04,1.017e+07,2.791e+05,1.047e+07
48.9,2.011e+04,6.661e+06,2.211e+05,6.902e+06
50.4,2.153e+04,3.823e+06,1.762e+05,4.021e+06
51.9,2.862e+04,2.387e+06,1.942e+05,2.610e+06
53.5,3.699e+04,1.959e+06,2.559e+05,2.252e+06
55.0,4.197e+04,1.514e+06,3.360e+05,1.891e+06
56.5,3.598e+04,9.456e+05,4.227e+05,1.404e+06
58.1,3.272e+04,4.533e+05,4.409e+05,9.270e+05
59.6,2.944e+04,2.566e+05,5.900e+05,8.760e+05
61.1,3.273e+04,4.723e+05,7.128e+05,1.218e+06
62.6,3.527e+04,9.496e+05,6.671e+05,1.652e+06
64.2,4.024e+04,1.419e+06,5.612e+05,2.021e+06
65.7,4.330e+04,2.241e+06,5.067e+05,2.791e+06
67.2,6.908e+04,3.534e+06,4.838e+05,4.087e+06
68.7,1.098e+05,5.217e+06,5.041e+05,5.831e+06
70.3,1.318e+05,7.641e+06,5.960e+05,8.369e+06
71.8,1.383e+05,9.497e+06,6.294e+05,1.026e+07
73.3,1.476e+05,1.040e+07,5.573e+05,1.110e+07
74.9,1.843e+05,1.076e+07,4.767e+05,1.143e+07
76.4,2.115e+05,1.077e+07,4.365e+05,1.142e+07
77.9,2.024e+05,1.045e+07,4.126e+05,1.106e+07
79.4,1.830e+05,9.497e+06,3.850e+05,1.007e+07
81.0,2.208e+05,8.264e+06,3.708e+05,8.856e+06
82.5,2.811e+05,6.855e+06,3.687e+05,7.505e+06
84.0,2.258e+05,5.680e+06,3.867e+05,6.293e+06
85.5,1.140e+05,4.438e+06,3.806e+05,4.932e+06
87.1,8.725e+04,3.096e+06,3.472e+05,3.530e+06
88.6,7.774e+04,2.114e+06,2.781e+05,2.470e+06
90.1,7.938e+04,1.380e+06,1.927e+05,1.652e+06
91.7,1.438e+05,1.892e+06,1.871e+05,2.223e+06
93.2,2.217e+05,3.262e+06,2.004e+05,3.684e+06
94.7,2.113e+05,4.142e+06,2.023e+05,4.556e+06
96.2,2.166e+05,4.451e+06,1.568e+05,4.824e+06
97.8,2.250e+05,4.318e+06,8.096e+04,4.624e+06
99.3,2.394e+05,4.151e+06,5.192e+04,4.442e+06
100.8,2.561e+05,3.974e+06,4.807e+04,4.279e+06
102.4,2.623e+05,3.698e+06,5.324e+04,4.014e+06
103.9,2.617e+05,3.270e+06,8.555e+04,3.617e+06
105.4,2.316e+05,2.646e+06,1.625e+05,3.040e+06
106.9,1.897e+05,2.170e+06,3.413e+05,2.701e+06
108.5,1.740e+05,1.787e+06,6.337e+05,2.595e+06
110.0,1.565e+05,1.657e+06,8.800e+05,2.694e+06
111.5,1.548e+05,1.848e+06,9.786e+05,2.982e+06
113.0,1.756e+05,2.067e+06,9.376e+05,3.180e+06
114.6,1.956e+05,2.146e+06,8.375e+05,3.180e+06
116.1,1.962e+05,2.222e+06,7.559e+05,3.174e+06
117.6,2.249e+05,2.381e+06,6.877e+05,3.294e+06
119.2,2.857e+05,2.347e+06,5.863e+05,3.219e+06
120.7,3.497e+05,2.237e+06,5.533e+05,3.140e+06
